customer_id,signup_date,initial_plan,internet_service,payment_method,acquisition_channel,cac
9385-EHGDO,2021-02-01,Two year,No,Mailed check,paid_search,144.94
9498-FIMXL,2023-05-01,One year,No,Mailed check,referral,68.39
2379-GYFLQ,2020-03-01,One year,Fiber optic,Credit card (automatic),paid_search,132.58
0122-OAHPZ,2023-06-01,Month-to-month,Fiber optic,Electronic check,organic,31.85
2868-SNELZ,2023-11-01,Month-to-month,Fiber optic,Mailed check,paid_social,272.59
4322-RCYMT,2018-05-01,One year,DSL,Bank transfer (automatic),organic,50.92
6680-NENYN,2020-06-01,Two year,Fiber optic,Electronic check,paid_search,114.21
2088-IEBAU,2018-05-01,Two year,DSL,Electronic check,organic,55.1
7982-VCELR,2021-01-01,Month-to-month,Fiber optic,Credit card (automatic),referral,56.21
1343-EHPYB,2018-10-01,Month-to-month,Fiber optic,Electronic check,organic,51.01
6035-BXTTY,2021-05-01,Month-to-month,DSL,Bank transfer (automatic),referral,47.5
6885-PKOAM,2018-02-01,Two year,DSL,Credit card (automatic),referral,45.88
7520-HQWJU,2018-07-01,Month-to-month,DSL,Bank transfer (automatic),paid_search,124.03
9639-BUJXT,2018-10-01,One year,No,Mailed check,referral,53.66
5924-SNGKP,2020-08-01,One year,No,Credit card (automatic),organic,34.89
0021-IKXGC,2023-12-01,Month-to-month,Fiber optic,Electronic check,paid_social,218.23
2034-GDRCN,2023-11-01,Month-to-month,Fiber optic,Electronic check,paid_social,233.56
8966-SNIZF,2018-03-01,Two year,No,Bank transfer (automatic),paid_social,251.81
6243-OZGFH,2022-02-01,Month-to-month,DSL,Electronic check,organic,24.1
4654-DLAMQ,2018-09-01,One year,Fiber optic,Bank transfer (automatic),referral,78.9
0513-RBGPE,2020-12-01,Two year,DSL,Credit card (automatic),organic,35.43
5160-UXJED,2022-08-01,One year,DSL,Mailed check,organic,41.21
4115-NZRKS,2023-06-01,Month-to-month,Fiber optic,Electronic check,organic,47.82
0219-YTZUE,2023-09-01,Month-to-month,Fiber optic,Bank transfer (automatic),referral,71.7
0623-IIHUG,2022-04-01,Month-to-month,DSL,Electronic check,organic,37.92
4572-DVCGN,2023-03-01,Month-to-month,Fiber optic,Bank transfer (automatic),organic,36.73
3351-NGXYI,2022-09-01,Month-to-month,DSL,Electronic check,paid_social,218.13
8984-EYLLL,2018-09-01,Two year,Fiber optic,Electronic check,referral,49.07
9057-MSWCO,2021-10-01,Month-to-month,DSL,Credit card (automatic),organic,54.61
9833-TGFHX,2020-07-01,One year,Fiber optic,Electronic check,paid_search,108.92
9294-TDIPC,2023-08-01,Month-to-month,No,Mailed check,organic,33.15
5229-DTFYB,2020-08-01,Two year,Fiber optic,Bank transfer (automatic),referral,74.41
0104-PPXDV,2019-03-01,One year,DSL,Credit card (automatic),organic,50.15
5176-LMJXE,2020-02-01,Two year,No,Mailed check,referral,57.67
3583-KRKMD,2022-07-01,Month-to-month,Fiber optic,Bank transfer (automatic),paid_search,165.66
1010-DIAUQ,2023-08-01,Month-to-month,Fiber optic,Bank transfer (automatic),referral,49.3
9069-LGEUL,2022-02-01,Month-to-month,DSL,Bank transfer (automatic),referral,65.97
7302-ZHMHP,2023-12-01,Month-to-month,No,Mailed check,paid_search,143.45
9571-EDEBV,2018-02-01,One year,Fiber optic,Credit card (automatic),paid_social,200.97
3520-FJGCV,2018-01-01,Two year,Fiber optic,Credit card (automatic),organic,48.57
6563-VRERX,2021-04-01,One year,No,Mailed check,organic,26.68
0259-GBZSH,2023-11-01,Month-to-month,Fiber optic,Electronic check,organic,42.43
6122-EFVKN,2022-01-01,Two year,DSL,Mailed check,paid_social,232.77
2805-EDJPQ,2019-05-01,One year,Fiber optic,Credit card (automatic),paid_social,237.9
6862-CQUMB,2020-12-01,Month-to-month,Fiber optic,Credit card (automatic),organic,34.25
7156-MXBJE,2020-06-01,One year,DSL,Credit card (automatic),paid_social,247.63
6158-HDPXZ,2023-12-01,Month-to-month,DSL,Mailed check,organic,30.42
9601-BRXPO,2021-12-01,Month-to-month,Fiber optic,Bank transfer (automatic),referral,46.02
2863-IMQDR,2018-12-01,Two year,DSL,Electronic check,referral,36.24
5686-CMAWK,2022-08-01,One year,Fiber optic,Electronic check,paid_social,249.46
5651-CRHKQ,2020-08-01,One year,Fiber optic,Bank transfer (automatic),organic,21.58
6905-NIQIN,2023-12-01,Month-to-month,DSL,Mailed check,referral,78.8
8204-YJCLA,2018-01-01,Two year,DSL,Bank transfer (automatic),paid_search,110.29
5167-ZFFMM,2023-12-01,Month-to-month,Fiber optic,Credit card (automatic),organic,24.36
6583-SZVGP,2020-01-01,Two year,Fiber optic,Bank transfer (automatic),organic,43.77
4895-TMWIR,2023-02-01,Month-to-month,No,Mailed check,referral,32.43
0533-BNWKF,2019-06-01,Month-to-month,Fiber optic,Electronic check,paid_social,196.74
1708-PBBOA,2020-07-01,One year,DSL,Electronic check,paid_search,140.7
8782-LKFPK,2020-05-01,Month-to-month,Fiber optic,Mailed check,paid_social,235.85
5522-JBWMO,2023-12-01,Month-to-month,DSL,Electronic check,paid_search,108.41
3597-MVHJT,2021-10-01,Month-to-month,Fiber optic,Bank transfer (automatic),paid_search,70.0
9774-NRNAU,2021-10-01,Month-to-month,DSL,Bank transfer (automatic),paid_social,263.47
0224-RLWWD,2023-11-01,Month-to-month,DSL,Electronic check,paid_search,171.16
9967-ATRFS,2022-06-01,Month-to-month,No,Mailed check,paid_search,170.23
3951-NJCVI,2020-07-01,Month-to-month,Fiber optic,Electronic check,referral,67.62
2977-CEBSX,2018-07-01,Two year,DSL,Credit card (automatic),organic,35.9
0177-PXBAT,2021-04-01,Month-to-month,Fiber optic,Bank transfer (automatic),paid_search,103.78
6599-CEBNN,2021-03-01,Month-to-month,Fiber optic,Credit card (automatic),organic,42.38
2519-ERQOJ,2021-04-01,Month-to-month,DSL,Electronic check,paid_social,203.93
5876-QMYLD,2022-02-01,One year,No,Mailed check,paid_search,122.79
2277-AXSDC,2021-05-01,One year,No,Bank transfer (automatic),referral,36.93
9442-JTWDL,2023-02-01,One year,No,Credit card (automatic),paid_social,232.98
0979-PHULV,2018-04-01,Month-to-month,Fiber optic,Credit card (automatic),organic,29.3
3067-SVMTC,2018-05-01,One year,DSL,Bank transfer (automatic),referral,59.14
5495-GPSRW,2022-05-01,Two year,No,Mailed check,organic,36.57
7606-BPHHN,2018-01-01,Two year,No,Credit card (automatic),paid_social,198.49
4742-DRORA,2019-01-01,One year,Fiber optic,Bank transfer (automatic),paid_search,145.98
0111-KLBQG,2021-05-01,Month-to-month,Fiber optic,Mailed check,paid_social,226.11
4800-VHZKI,2023-12-01,Month-to-month,No,Mailed check,organic,37.05
7989-CHGTL,2023-12-01,Month-to-month,No,Mailed check,paid_social,281.21
0334-GDDSO,2023-10-01,Month-to-month,Fiber optic,Electronic check,paid_search,131.18
4163-NCJAK,2020-03-01,One year,No,Bank transfer (automatic),paid_search,119.33
5233-AOZUF,2021-08-01,Month-to-month,Fiber optic,Electronic check,paid_social,226.32
5973-EJGDP,2019-10-01,Month-to-month,Fiber optic,Electronic check,referral,56.64
1996-DBMUS,2020-01-01,Month-to-month,Fiber optic,Bank transfer (automatic),referral,53.05
7916-VCCPB,2022-09-01,Month-to-month,Fiber optic,Bank transfer (automatic),paid_search,127.9
4686-GEFRM,2018-03-01,Two year,Fiber optic,Bank transfer (automatic),paid_social,186.33
5249-QYHEX,2020-09-01,Two year,No,Mailed check,referral,27.13
0578-SKVMF,2022-03-01,Month-to-month,Fiber optic,Electronic check,paid_search,134.75
5564-NEMQO,2023-12-01,Month-to-month,Fiber optic,Bank transfer (automatic),organic,24.57
2233-FAGXV,2023-08-01,Month-to-month,No,Mailed check,paid_search,126.91
5605-IYGFG,2023-06-01,Month-to-month,Fiber optic,Bank transfer (automatic),paid_search,146.06
7663-ZTEGJ,2021-08-01,One year,Fiber optic,Credit card (automatic),organic,23.42
3935-TBRZZ,2020-05-01,One year,No,Mailed check,paid_search,134.97
8111-BKVDS,2023-03-01,Month-to-month,DSL,Bank transfer (automatic),organic,44.02
2055-SIFSS,2019-06-01,Month-to-month,DSL,Bank transfer (automatic),paid_social,232.38
2806-MLNTI,2019-09-01,One year,Fiber optic,Bank transfer (automatic),referral,57.96
8734-DKSTZ,2023-03-01,Month-to-month,Fiber optic,Electronic check,referral,59.03
4360-PNRQB,2022-07-01,Month-to-month,Fiber optic,Bank transfer (automatic),paid_search,121.69
6152-ONASV,2018-05-01,One year,DSL,Bank transfer (automatic),referral,46.26
9063-ZGTUY,2018-12-01,Month-to-month,No,Mailed check,paid_search,141.38
7781-HVGMK,2018-01-01,Two year,DSL,Credit card (automatic),organic,41.15
2181-UAESM,2023-11-01,Month-to-month,DSL,Electronic check,paid_search,99.1
2957-LOLHO,2023-01-01,Month-to-month,DSL,Bank transfer (automatic),paid_search,176.99
6048-NJXHX,2020-08-01,Two year,No,Electronic check,paid_social,227.81
2320-SLKMB,2021-11-01,Month-to-month,DSL,Credit card (automatic),organic,30.57
4980-URKXC,2021-01-01,One year,No,Bank transfer (automatic),referral,58.58
4376-KFVRS,2018-01-01,Two year,Fiber optic,Credit card (automatic),paid_search,97.15
5886-VLQVU,2021-02-01,Month-to-month,Fiber optic,Bank transfer (automatic),paid_search,138.67
3577-AMVUX,2023-12-01,Month-to-month,DSL,Mailed check,organic,38.72
0771-WLCLA,2022-09-01,Month-to-month,Fiber optic,Electronic check,paid_search,149.27
5628-RKIFK,2019-12-01,Month-to-month,Fiber optic,Credit card (automatic),organic,46.2
0206-TBWLC,2019-07-01,One year,Fiber optic,Mailed check,organic,57.65
2937-FTHUR,2022-07-01,Month-to-month,DSL,Electronic check,paid_social,259.42
1910-FMXJM,2021-01-01,Month-to-month,Fiber optic,Electronic check,organic,31.01
7752-XUSCI,2019-01-01,Month-to-month,Fiber optic,Electronic check,referral,74.32
4110-PFEUZ,2023-12-01,Month-to-month,Fiber optic,Mailed check,paid_search,151.13
0732-OCQOC,2019-09-01,Two year,No,Bank transfer (automatic),paid_search,147.28
5168-MSWXT,2023-05-01,Month-to-month,Fiber optic,Electronic check,paid_search,172.4
1090-ESELR,2018-01-01,Two year,Fiber optic,Bank transfer (automatic),paid_social,172.07
8592-PLTMQ,2018-09-01,One year,No,Mailed check,referral,48.94
5760-WRAHC,2022-03-01,Month-to-month,DSL,Mailed check,paid_search,112.55
8847-GEOOQ,2019-01-01,Month-to-month,DSL,Bank transfer (automatic),paid_social,188.09
0256-LTHVJ,2021-09-01,Month-to-month,Fiber optic,Electronic check,paid_search,139.0
4785-FCIFB,2018-12-01,Two year,No,Mailed check,paid_search,144.4
8313-NDOIA,2022-01-01,Month-to-month,Fiber optic,Electronic check,referral,63.41
5149-CUZUJ,2021-09-01,One year,Fiber optic,Bank transfer (automatic),paid_search,128.3
0942-KOWSM,2021-07-01,Two year,DSL,Bank transfer (automatic),referral,42.54
4237-CLSMM,2023-11-01,Month-to-month,No,Mailed check,paid_search,125.85
1452-VOQCH,2023-12-01,Month-to-month,Fiber optic,Electronic check,referral,65.26
4719-UMSIY,2023-07-01,Month-to-month,No,Mailed check,referral,69.08
6614-VBEGU,2022-01-01,Month-to-month,DSL,Bank transfer (automatic),paid_search,172.94
0880-TKATG,2023-09-01,Month-to-month,Fiber optic,Electronic check,referral,96.37
3811-VBYBZ,2023-06-01,Month-to-month,Fiber optic,Electronic check,referral,73.02
1480-BKXGA,2018-01-01,Two year,Fiber optic,Bank transfer (automatic),paid_social,217.52
2996-XAUVF,2018-03-01,Two year,DSL,Mailed check,referral,66.02
9076-AXYIK,2018-09-01,Two year,Fiber optic,Electronic check,paid_social,165.72
5968-XQIVE,2018-01-01,One year,Fiber optic,Electronic check,paid_search,122.87
8896-RAZCR,2020-05-01,Two year,No,Mailed check,referral,80.49
4640-UHDOS,2022-12-01,Month-to-month,DSL,Electronic check,paid_search,128.72
4933-IKULF,2022-08-01,One year,No,Mailed check,organic,45.75
3583-EKAPL,2023-12-01,Month-to-month,DSL,Electronic check,referral,44.88
1304-BCCFO,2023-04-01,Month-to-month,DSL,Mailed check,paid_social,260.14
4104-PVRPS,2022-01-01,Month-to-month,DSL,Mailed check,paid_search,133.79
9399-APLBT,2023-12-01,Month-to-month,Fiber optic,Electronic check,paid_search,135.37
2359-KMGLI,2022-01-01,Month-to-month,Fiber optic,Electronic check,paid_search,144.74
3780-DDGSE,2021-02-01,Month-to-month,DSL,Electronic check,paid_search,135.51
4431-EDMIQ,2023-06-01,Month-to-month,DSL,Electronic check,paid_search,150.02
0306-JAELE,2023-08-01,Month-to-month,Fiber optic,Electronic check,referral,75.49
6227-HWPWX,2022-10-01,Month-to-month,Fiber optic,Bank transfer (automatic),organic,60.46
0486-LGCCH,2023-02-01,Two year,No,Mailed check,organic,40.36
0447-BEMNG,2020-01-01,Month-to-month,DSL,Bank transfer (automatic),organic,54.08
4612-SSVHJ,2022-05-01,Month-to-month,Fiber optic,Electronic check,referral,51.55
5168-MQQCA,2018-01-01,One year,Fiber optic,Bank transfer (automatic),paid_social,149.18
5949-XIKAE,2023-05-01,Month-to-month,Fiber optic,Electronic check,referral,50.45
7971-HLVXI,2018-01-01,Two year,Fiber optic,Credit card (automatic),referral,75.85
9094-AZPHK,2022-10-01,Month-to-month,Fiber optic,Electronic check,referral,63.09
3649-JPUGY,2018-01-01,Two year,DSL,Bank transfer (automatic),paid_search,144.06
4472-LVYGI,2024-01-01,Two year,DSL,Bank transfer (automatic),paid_social,191.11
8372-JUXUI,2023-12-01,Month-to-month,Fiber optic,Electronic check,paid_social,168.42
3552-CTCYF,2018-10-01,Two year,Fiber optic,Bank transfer (automatic),referral,79.26
6778-YSNIH,2023-11-01,Month-to-month,DSL,Electronic check,organic,15.0
0388-EOPEX,2023-11-01,Month-to-month,Fiber optic,Electronic check,paid_social,197.25
5756-OZRIO,2018-12-01,One year,DSL,Bank transfer (automatic),referral,38.19
6579-JPICP,2023-12-01,Month-to-month,No,Mailed check,paid_search,152.67
8205-OTCHB,2022-03-01,One year,DSL,Bank transfer (automatic),organic,53.9
4134-BSXLX,2021-09-01,Month-to-month,DSL,Mailed check,paid_social,248.38
0505-SPOOW,2018-03-01,Two year,No,Bank transfer (automatic),referral,63.67
6235-VDHOM,2023-08-01,Month-to-month,DSL,Electronic check,referral,51.87
7783-YKGDV,2023-01-01,Month-to-month,Fiber optic,Bank transfer (automatic),organic,39.61
4374-YMUSQ,2021-03-01,One year,Fiber optic,Credit card (automatic),referral,55.65
4513-CXYIX,2018-02-01,Two year,Fiber optic,Credit card (automatic),paid_social,241.4
3957-HHLMR,2018-03-01,One year,DSL,Bank transfer (automatic),paid_social,252.77
7803-XOCCZ,2019-09-01,Month-to-month,Fiber optic,Bank transfer (automatic),referral,31.45
5736-YEJAX,2018-04-01,Two year,DSL,Credit card (automatic),paid_search,174.92
5609-CEBID,2022-05-01,Month-to-month,Fiber optic,Electronic check,referral,73.52
8981-FJGLA,2023-02-01,Month-to-month,Fiber optic,Mailed check,referral,62.77
7218-HKQFK,2023-11-01,Month-to-month,Fiber optic,Electronic check,referral,45.1
4636-QRJKY,2023-07-01,Month-to-month,Fiber optic,Electronic check,organic,21.32
1135-LMECX,2023-12-01,Month-to-month,No,Mailed check,referral,39.77
4332-MUOEZ,2022-05-01,One year,Fiber optic,Credit card (automatic),paid_search,119.55
8535-SFUTN,2018-12-01,Month-to-month,Fiber optic,Electronic check,paid_search,181.9
5956-VKDTT,2023-08-01,Month-to-month,Fiber optic,Electronic check,organic,47.35
8677-HDZEE,2019-05-01,Month-to-month,Fiber optic,Bank transfer (automatic),paid_search,129.43
2475-MROZF,2021-07-01,Month-to-month,Fiber optic,Credit card (automatic),paid_social,241.44
9412-GHEEC,2020-09-01,Month-to-month,Fiber optic,Bank transfer (automatic),referral,46.83
3482-ABPKK,2021-09-01,One year,DSL,Mailed check,organic,49.99
6705-LXORM,2023-08-01,Month-to-month,Fiber optic,Electronic check,paid_search,157.27
0257-ZESQC,2021-10-01,Month-to-month,Fiber optic,Bank transfer (automatic),organic,51.55
7531-GQHME,2023-01-01,Month-to-month,No,Credit card (automatic),paid_search,144.65
5174-ITUMV,2018-06-01,One year,Fiber optic,Electronic check,referral,80.34
4109-CYRBD,2021-08-01,Month-to-month,DSL,Electronic check,paid_search,133.23
0913-XWSCN,2019-06-01,Month-to-month,Fiber optic,Bank transfer (automatic),organic,51.46
6825-UYPFK,2022-02-01,Month-to-month,Fiber optic,Bank transfer (automatic),referral,58.21
8397-MVTAZ,2021-03-01,Month-to-month,Fiber optic,Electronic check,referral,54.77
0750-EBAIU,2019-09-01,One year,Fiber optic,Electronic check,paid_search,91.63
8606-CIQUL,2018-01-01,Two year,Fiber optic,Credit card (automatic),organic,39.42
3571-DPYUH,2019-03-01,One year,Fiber optic,Credit card (automatic),paid_social,148.93
7601-GNDYK,2021-02-01,Two year,No,Mailed check,organic,32.38
0356-OBMAC,2019-05-01,Two year,Fiber optic,Bank transfer (automatic),referral,66.99
8067-NIOYM,2022-01-01,Two year,No,Credit card (automatic),organic,35.19
1403-GYAFU,2018-03-01,Two year,No,Credit card (automatic),organic,39.37
4234-XTNEA,2023-11-01,Month-to-month,Fiber optic,Electronic check,referral,59.89
1297-VQDRP,2018-05-01,One year,Fiber optic,Credit card (automatic),paid_search,180.88
9282-IZGQK,2023-12-01,Month-to-month,Fiber optic,Electronic check,paid_search,121.72
5348-CAGXB,2023-01-01,Month-to-month,Fiber optic,Electronic check,organic,43.69
0621-HJWXJ,2018-10-01,Month-to-month,Fiber optic,Bank transfer (automatic),organic,34.99
5844-QVTAT,2021-04-01,One year,DSL,Mailed check,referral,63.15
8905-IAZPF,2018-04-01,One year,Fiber optic,Credit card (automatic),paid_search,120.95
5394-MEITZ,2019-01-01,Two year,DSL,Bank transfer (automatic),referral,70.71
6859-QNXIQ,2018-01-01,Two year,Fiber optic,Bank transfer (automatic),paid_social,230.85
2782-LFZVW,2023-02-01,Month-to-month,DSL,Mailed check,paid_search,167.14
2866-IKBTM,2023-12-01,Month-to-month,No,Mailed check,paid_search,142.49
1342-JPNKI,2023-03-01,Month-to-month,Fiber optic,Bank transfer (automatic),paid_search,188.06
2817-NTQDO,2022-12-01,Month-to-month,DSL,Credit card (automatic),paid_search,182.58
7129-AZJDE,2021-03-01,One year,Fiber optic,Bank transfer (automatic),referral,64.63
6986-IJDHX,2020-10-01,Month-to-month,Fiber optic,Mailed check,organic,40.18
2560-PPCHE,2018-08-01,One year,Fiber optic,Bank transfer (automatic),referral,72.71
4676-MQUEA,2019-11-01,One year,Fiber optic,Bank transfer (automatic),referral,42.15
8138-EALND,2022-10-01,Month-to-month,No,Mailed check,organic,48.3
3580-HYCSP,2018-01-01,Two year,Fiber optic,Bank transfer (automatic),referral,60.69
1352-HNSAW,2018-01-01,Two year,Fiber optic,Bank transfer (automatic),paid_search,158.28
2075-PUEPR,2019-06-01,Two year,No,Bank transfer (automatic),organic,42.9
1982-FEBTD,2022-02-01,Two year,No,Credit card (automatic),organic,62.2
5301-GAUUY,2021-05-01,Month-to-month,Fiber optic,Bank transfer (automatic),organic,60.86
5791-KAJFD,2019-05-01,One year,DSL,Bank transfer (automatic),organic,28.45
2654-VBVPB,2023-12-01,Month-to-month,No,Bank transfer (automatic),paid_social,155.49
1154-HYWWO,2020-11-01,One year,DSL,Mailed check,organic,34.14
2501-XWWTZ,2023-02-01,Month-to-month,Fiber optic,Electronic check,organic,26.87
3716-UVSPD,2023-12-01,Month-to-month,DSL,Electronic check,organic,28.29
6815-ABQFQ,2019-05-01,One year,Fiber optic,Electronic check,referral,54.54
7343-EOBEU,2023-10-01,Month-to-month,No,Mailed check,organic,45.06
3701-SFMUH,2023-06-01,Month-to-month,DSL,Credit card (automatic),referral,61.35
6103-LIANB,2019-02-01,Two year,Fiber optic,Credit card (automatic),organic,29.97
7319-VENRZ,2023-06-01,Month-to-month,DSL,Bank transfer (automatic),organic,29.43
5846-NEQVZ,2018-02-01,Two year,DSL,Credit card (automatic),paid_search,146.88
6967-QIQRV,2022-10-01,One year,Fiber optic,Electronic check,organic,37.06
5781-RFZRP,2018-02-01,Two year,DSL,Credit card (automatic),paid_search,159.61
0939-YAPAF,2021-02-01,Month-to-month,Fiber optic,Electronic check,referral,59.2
0308-IVGOK,2023-02-01,One year,DSL,Credit card (automatic),referral,50.43
7293-LSCDV,2019-01-01,Two year,No,Credit card (automatic),paid_social,202.61
7025-WCBNE,2020-02-01,Two year,DSL,Bank transfer (automatic),organic,47.56
5756-JYOJT,2023-02-01,One year,DSL,Credit card (automatic),paid_social,206.49
4710-FDUIZ,2019-05-01,One year,Fiber optic,Credit card (automatic),paid_social,201.18
6030-REHUX,2021-09-01,Month-to-month,Fiber optic,Electronic check,paid_search,107.75
